Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2004","2004","millions","1895.89","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2005","2005","millions","8336.257","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2006","2006","millions","4914.221","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2007","2007","millions","6928.471","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2008","2008","millions","9318.454","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2009","2009","millions","4877.87","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2010","2010","millions","13770.58","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2011","2011","millions","19241.25","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2012","2012","millions","19137.87","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2013","2013","millions","18816.66","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2014","2014","millions","21810.52","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2015","2015","millions","16641.45","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2016","2016","millions","3921.23","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2017","2017","millions","20579.23","X","Figure from international organizations","UNCTAD"
"FDI","Foreign Direct Investment (FDI)","360","Indonesia","6110","Value US$","23082","Total FDI inflows","2018","2018","millions","20563.47","X","Figure from international organizations","UNCTAD"
